case,attempt,sizing_radius_m,standoff_margin,asymptote_margin_deg,status,n_cells,h_m,solver_wall_time_s,total_wall_time_s,verdict,shock_clearance_ok,outer_outlet_min_mach,outer_outlet_n_faces,outer_outlet_mach_deficit_rel,p_stag_rel_error_vs_rayleigh_pitot,reasons,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations,cd_fore_peak_to_peak_rel,cd_fore_drift_rel,cd_fore_converged,max_non_orthogonality_deg,max_skewness,patience_pass,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,courant_pass,restart_consecutive_passes_required,restart_passed_in_a_row
dp056_coarse_a0,0,1.44,2.0,6.0,OK,3072,0.01699624125415358,393.30317741498584,421.97336333098065,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,0.005583236068325448,,1.2763256142927237,1.2763256142927237,,forebody,1.4530723660964757,1.2763891985246325,0.2535981249740149,0.4226635416233582,0.5703928512762895,0.019501236740053274,1.4852576159182853,0.013129868199999978,12124.70815,12128.303914405533,12140.05399,12.128303914405533,0.10915064911,3.8474672592,20000.0,10000.0,2.0,1500.0,0.0001368458536107169,6.366923370060765e-06,True,57.1095154,1.100153745,,,,,,,,
dp057_coarse_a0,0,1.44,2.0,6.0,OK,3072,0.012812180196383754,362.39837537500716,396.7866969600145,USABLE,True,20.00000000083214,2.0,-4.1607162160062217e-11,-0.008246351578490296,,1.3639835586368239,1.3639835586368239,,forebody,1.7181615940189765,1.3639756793296394,0.17081572551472718,0.28469287585787867,0.5885836571271006,0.013801056688594632,1.5391824877412539,0.008966484999999996,511181.2433,511233.1621349007,511672.175,511.2331621349007,2.9798756825,56.072162598,20000.0,10000.0,2.0,1500.0,0.000723580917159476,1.8115302846635585e-05,True,57.16862961,0.9259763417,,,,,,,,
dp058_coarse_a0,0,1.38,2.0,6.0,OK,3072,0.016420038377661005,463.00030329097353,487.80766299995594,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,-0.0022161014055482875,,1.2714576094943346,1.2714576094943346,,forebody,1.4605558850756946,1.2714737542914605,0.2485330701769103,0.41422178362818385,0.5606677832467302,0.02037580954339102,1.6193395408694797,0.012582790099999991,12032.41765,12034.236380439877,12046.31082,12.034236380439877,0.12743545698,4.247296528,25000.0,10000.0,3.0,1500.0,5.662218087310819e-05,1.1815986426618798e-05,True,57.10179052,1.078502774,,,,,,,,
dp060_coarse_a0,0,1.38,2.0,6.0,OK,3072,0.01643440185706715,303.58169725000334,335.92393187501875,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,-0.004048386360577361,,1.270055278124219,1.270055278124219,,forebody,1.4604058901903259,1.2699266889197627,0.2479722164535208,0.4132870274225347,0.5616592050699735,0.02028377879495885,1.6120255232548797,0.012582790100000019,12010.2598,12012.13725627461,12024.56122,12.01213725627461,0.13326800546,4.2353717409,20000.0,10000.0,2.0,1500.0,0.0005499261928616876,0.0001543392957257097,True,55.4587455,1.05116412,,,,,,,,
dp059_coarse_a0,0,1.38,2.0,6.0,OK,3072,0.012387049559109138,441.76593783299904,474.76200166600756,REJECTED,True,20.00000000083214,2.0,-4.1607162160062217e-11,0.0020751293194654075,"force criterion not met (p2p 0.0025809019839496006, drift 0.0005029237941704838) after 3 extensions",1.3633191303487413,1.3633191303487413,,forebody,1.6853892719171186,1.3636928940772568,0.16590428486431494,0.2765071414405249,0.5830397081636656,0.01401762835818296,1.6313070907952898,0.008592881400000002,516510.2834,516553.72064837354,516963.7516,516.5537206483735,1.4433485889,61.626963634,25000.0,10000.0,3.0,1500.0,0.0025809019839496006,0.0005029237941704838,False,57.15853772,0.9006561942,,,,,,,,
dp059_coarse_c0,1,1.38,2.0,6.0,OK,3072,0.012387049559109138,381.6113488729752,408.57761903897335,USABLE,True,20.00000000083214,2.0,-4.1607162160062217e-11,-0.005009631495661693,,1.363479742469643,1.363479742469643,,forebody,1.6854643896441897,1.3636028765416455,0.16602989919066272,0.27671649865110454,0.5827240069374096,0.014012935027947093,1.630760902617263,0.008592881400000002,512920.4478,512901.63962981454,513555.7061,512.9016396298146,1.3956500738,61.626963634,30000.0,10000.0,4.0,1500.0,0.00042123067142960617,4.530765494032214e-05,True,,,True,,,,,,,
dp062_coarse_a0,0,0.6,2.0,24.993911798970217,SOLVER_FAILED,3072,0.015525041685921845,8.687721291993512,13.019174166984158,SOLVER_FAILED,,,,,,rhoCentralFoam returned -4,,,,,,,,,,,,,,,,,,,,,,,,,,51.55749405,0.9241739523,,,,,,,,
dp062_coarse_a1,1,0.6,3.2,28.993911798970217,SOLVER_FAILED,3072,0.017387938401924066,8.319328041994595,12.24229362499318,SOLVER_FAILED,,,,,,rhoCentralFoam returned -4,,,,,,,,,,,,,,,,,,,,,,,,,,51.54115084,0.9244569246,,,,,,,,
dp062_coarse_a2,2,0.6,5.120000000000001,32.99391179897022,SOLVER_FAILED,3072,0.020227422483084925,7.869878666999284,11.726874583007884,SOLVER_FAILED,,,,,,rhoCentralFoam returned -4,,,,,,,,,,,,,,,,,,,,,,,,,,51.51571202,0.9222865346,,,,,,,,
dp063_coarse_a0,0,0.6,2.0,24.993911798970217,SOLVER_FAILED,3072,0.015678637030501087,9.247327042001416,13.19154412599164,SOLVER_FAILED,,,,,,rhoCentralFoam returned -4,,,,,,,,,,,,,,,,,,,,,,,,,,51.66869262,0.9303815757,,,,,,,,
